,brand,model,registration_year,fuel_type,seats,rto_state,transmission_type,ownership,engine(cc),kms_driven,engine_power(bhp),mileage(kmpl),has_parking_sensors,has_automatic_climate_control,has_rear_ac_vents,has_central_locking,has_air_purifier,vehicle_price(lakhs),new_vehicle_price(lakhs)
2150,Toyota,Urban,2022,Petrol,5 Seats,Himachal Pradesh,Manual,First Owner,1462,30000,102.667,17.967,0,0,0,0,0,9.7,10.84
2151,Mahindra,XUV300,2021,Diesel,5 Seats,Unknown,Manual,First Owner,1497,60000,113.923,20.102,0,0,0,0,0,7.95,11.27
2152,Tata,Punch,2022,Petrol,5 Seats,Unknown,Manual,Second Owner,1199,35000,85.613,19.658,0,0,0,0,0,6.75,8.83
2153,Maruti,Alto,2014,Petrol,5 Seats,Nagaland,Manual,Second Owner,998,67000,67.05,23.95,0,0,0,1,0,1.0,4.5
2154,Maruti,Alto,2005,Petrol,5 Seats,Himachal Pradesh,Manual,Fourth Owner,796,100000,46.3,19.7,0,0,0,0,0,0.8,2.71
2155,Hyundai,i10,2014,Petrol,5 Seats,Chandigarh,Manual,First Owner,1197,35000,78.9,20.36,0,0,0,1,0,2.95,5.39
2156,Toyota,Innova,2018,Diesel,7 Seats,Haryana,Manual,First Owner,2393,90000,147.8,14.432,0,0,1,0,0,14.75,16.57
2157,Maruti,S-Presso,2020,Petrol,5 Seats,Haryana,Manual,First Owner,998,40000,65.71,21.7,0,0,0,1,0,3.95,5.22
2158,Mahindra,Bolero,2023,Diesel,7 Seats,Punjab,Manual,First Owner,1493,20000,74.96,16.0,1,0,0,0,0,9.5,12.57
2159,Hyundai,EON,2017,Petrol,5 Seats,Unknown,Manual,First Owner,814,50000,55.58,21.089,0,0,0,0,0,2.95,4.81
2160,Maruti,S Cross,2018,Diesel,5 Seats,Chandigarh,Manual,Second Owner,1248,74000,88.5,25.1,0,0,0,0,0,4.75,10.09
2161,Honda,City,2012,Petrol,5 Seats,Uttarakhand,Manual,Second Owner,1497,90000,116.4,16.8,0,0,0,0,0,3.9,9.67
2162,Maruti,Swift,2018,Diesel,5 Seats,Haryana,Automatic,First Owner,1248,50000,74.0,28.4,0,0,0,0,0,5.75,8.55
2163,Hyundai,Creta,2017,Diesel,5 Seats,Haryana,Manual,First Owner,1582,90000,126.2,19.67,0,1,0,0,1,7.95,14.66
2164,Maruti,Eeco,2022,Petrol,5 Seats,Chandigarh,Manual,First Owner,1196,43000,72.41,16.11,0,0,0,0,0,4.5,5.77
2165,Honda,BR-V,2017,Diesel,7 Seats,Arunachal Pradesh,Manual,Fifth Owner,1498,48000,98.6,21.9,0,1,0,0,1,7.0,13.94
2166,Kia,Carens,2022,Petrol,7 Seats,Assam,Manual,First Owner,1497,24000,114.313,16.452,0,0,0,0,0,10.0,13.47
2167,Maruti,Alto,2015,Petrol,5 Seats,Unknown,Manual,First Owner,796,100000,47.3,22.74,0,0,0,0,0,0.7,3.43
2168,Tata,Nexon,2021,Petrol,5 Seats,Arunachal Pradesh,Manual,First Owner,1199,40000,118.35,17.33,1,1,1,0,0,8.0,11.42
2169,Mahindra,XUV500,2015,Diesel,7 Seats,Assam,Manual,First Owner,2179,90000,140.0,16.0,0,0,0,0,0,6.2,15.36
2170,Maruti,S-Presso,2023,Petrol,5 Seats,Assam,Manual,First Owner,998,20000,65.71,24.76,0,0,0,1,0,4.2,6.32
2171,Renault,Captur,2019,Petrol,5 Seats,Maharashtra,Manual,First Owner,1498,90000,104.55,13.87,1,1,1,0,1,6.0,10.92
2172,Kia,Seltos,2021,Petrol,5 Seats,Assam,Manual,First Owner,1353,50000,89.577,18.07,0,0,0,0,0,10.5,20.05
2173,Hyundai,Grand,2018,Petrol,5 Seats,Assam,Manual,First Owner,1197,40000,82.476,18.82,0,0,0,0,0,4.5,6.82
2174,Hyundai,i20,2024,Petrol,5 Seats,Assam,Manual,First Owner,1197,10000,85.191,17.747,0,0,0,0,0,7.5,9.74
2175,Renault,Duster,2019,Diesel,5 Seats,Assam,Manual,First Owner,1461,90000,93.341,20.629,0,0,0,0,0,4.2,11.48
2176,Maruti,Alto,2009,Petrol,5 Seats,Assam,Manual,First Owner,796,50000,46.301,19.744,0,0,0,0,0,1.1,2.66
2177,Mahindra,Xylo,2011,Diesel,8 Seats,Assam,Manual,Third Owner,2489,100000,96.11,13.761,0,0,0,0,0,1.5,8.53
2178,Hyundai,EON,2012,Petrol,5 Seats,Assam,Manual,Second Owner,814,60000,55.58,20.952,0,0,0,0,0,2.17,5.01
2179,Renault,Duster,2018,Petrol,5 Seats,Assam,Manual,Second Owner,1498,70000,111.975,15.469,0,0,0,0,0,4.5,10.17
2180,Maruti,Wagon,2018,Petrol,5 Seats,Assam,Automatic,First Owner,998,50000,67.778,21.054,0,0,0,0,0,3.7,6.16
2181,Mahindra,Scorpio,2013,Diesel,9 Seats,Assam,Manual,First Owner,2179,160000,125.853,13.942,0,0,0,0,0,4.2,10.25
2182,Tata,Nano,2011,Petrol,4 Seats,Assam,Manual,First Owner,624,70000,35.818,26.0,0,0,0,1,0,0.45,1.7
2183,Mahindra,Quanto,2013,Diesel,7 Seats,Assam,Manual,First Owner,1493,50000,97.164,20.579,0,0,0,0,0,3.4,10.25
2184,Renault,KWID,2020,Petrol,5 Seats,Assam,Manual,First Owner,999,40000,67.0,21.74,0,0,0,1,0,3.0,5.86
2185,Hyundai,i10,2013,Petrol,5 Seats,Nagaland,Manual,First Owner,1086,100000,68.05,19.81,0,0,0,0,0,2.4,5.1
2186,Mercedes Benz,GLS,2023,Petrol,4 Seats,Tamil Nadu,Automatic,First Owner,3982,20000,549.81,10.799,0,0,0,0,0,135.0,165.0
2187,Tata,Nexon,2022,Electric,5 Seats,Tamil Nadu,Automatic,First Owner,0,20000,127.0,0.0,1,1,1,0,0,11.0,17.04
2188,Hyundai,Creta,2022,Petrol,5 Seats,Tamil Nadu,Manual,First Owner,1497,27000,113.18,16.547,1,0,1,0,0,10.5,13.46
2189,Maruti,Wagon,2017,Petrol,5 Seats,Tamil Nadu,Automatic,First Owner,998,54000,67.0,20.51,0,0,0,1,0,3.9,6.35
2190,Volkswagen,Taigun,2021,Petrol,5 Seats,Tamil Nadu,Automatic,First Owner,1498,35000,147.51,17.88,0,1,0,0,0,13.9,21.96
2191,MG,Hector,2024,Petrol,5 Seats,Tamil Nadu,Automatic,First Owner,1451,4000,141.0,12.34,0,1,0,0,1,20.5,26.48
2192,Kia,Seltos,2022,Petrol,5 Seats,Tamil Nadu,Manual,First Owner,1497,30000,113.737,17.337,0,0,0,0,0,12.0,16.2
2193,BMW,X1,2017,Diesel,5 Seats,Tamil Nadu,Automatic,First Owner,1995,100000,185.976,16.957,0,0,0,0,0,17.7,44.24
2194,Maruti,Wagon,2021,Petrol,5 Seats,Tamil Nadu,Manual,First Owner,1197,4965,82.495,21.21,0,0,0,0,0,5.85,7.22
2195,Hyundai,Venue,2023,Petrol,5 Seats,Tamil Nadu,Manual,First Owner,1197,18000,82.0,20.36,1,1,1,0,0,10.45,13.84
2196,Mahindra,Bolero,2022,Diesel,7 Seats,Tamil Nadu,Manual,First Owner,1493,30000,100.0,17.29,1,0,0,0,0,10.0,14.23
2197,BMW,X5,2024,Diesel,5 Seats,Tamil Nadu,Automatic,First Owner,2993,27000,281.68,13.749,0,0,0,0,0,101.0,141.0
2198,Kia,Seltos,2020,Petrol,5 Seats,Tamil Nadu,Manual,First Owner,1353,48000,113.43,16.8,0,1,0,0,1,13.75,18.89
2199,Tata,Nexon,2022,Petrol,5 Seats,Tamil Nadu,Manual,First Owner,1199,50000,85.613,19.653,0,0,0,0,0,8.25,13.01
2200,Mahindra,XUV700,2024,Petrol,7 Seats,Tamil Nadu,Automatic,First Owner,1999,8300,197.0,13.0,0,1,0,0,1,24.9,31.32
2201,Lexus,ES,2023,Petrol,5 Seats,Tamil Nadu,Automatic,First Owner,2487,30000,175.67,15.442,0,0,0,0,0,62.0,87.32
2202,Hyundai,Venue,2020,Petrol,5 Seats,Tamil Nadu,Manual,First Owner,1197,17000,81.86,17.52,1,0,1,0,0,7.85,8.59
2203,Maruti,Ertiga,2019,Petrol,7 Seats,Tamil Nadu,Automatic,Second Owner,1462,70000,103.26,17.99,1,1,1,0,0,8.5,13.44
2204,MG,Hector,2021,Petrol,6 Seats,Tamil Nadu,Automatic,First Owner,1451,34000,141.0,16.56,0,1,0,0,0,15.0,26.06
2205,Tata,Punch,2024,Petrol,5 Seats,Tamil Nadu,Automatic,First Owner,1199,10000,86.63,18.8,1,0,0,0,0,8.75,9.99
2206,Maruti,Ciaz,2015,Petrol,5 Seats,Tamil Nadu,Automatic,Third Owner,1373,70000,87.767,20.003,0,0,0,0,0,3.89,12.75
2207,Jeep,Compass,2021,Diesel,5 Seats,Tamil Nadu,Automatic,First Owner,1956,50000,181.494,16.153,0,0,0,0,0,17.0,39.8
2208,Skoda,Rapid,2014,Diesel,5 Seats,Tamil Nadu,Manual,Second Owner,1598,70000,103.5,20.5,0,0,1,0,0,2.5,11.26
2209,MG,Hector,2023,Petrol,5 Seats,Tamil Nadu,Automatic,First Owner,1451,30000,142.446,10.877,0,0,0,0,0,17.55,26.48
2210,Tata,Nexon,2020,Petrol,5 Seats,West Bengal,Automatic,First Owner,1198,55000,81.648,20.835,0,0,0,0,0,6.0,9.56
2211,Hyundai,i20,2011,Diesel,5 Seats,West Bengal,Manual,Second Owner,1396,70000,84.706,21.9,0,1,1,0,0,2.0,7.17
2212,Renault,KWID,2018,Petrol,5 Seats,Tamil Nadu,Automatic,First Owner,999,24000,67.0,24.04,0,0,0,1,0,4.15,4.7
2213,Hyundai,Venue,2024,Petrol,5 Seats,Tamil Nadu,Automatic,First Owner,998,11000,118.41,16.0,0,1,0,0,0,13.5,16.04
2214,Maruti,Swift,2017,Petrol,5 Seats,Uttarakhand,Manual,First Owner,1197,80000,81.8,21.21,0,0,0,0,0,3.85,7.11
2215,Jeep,Compass,2020,Diesel,5 Seats,Andhra Pradesh,Manual,First Owner,1956,80000,170.0,17.1,0,1,0,0,1,15.0,24.53
2216,Maruti,Alto,2012,Petrol,5 Seats,Uttarakhand,Manual,Third Owner,796,80000,47.3,22.74,0,0,0,0,0,2.5,3.62
2217,Mahindra,Scorpio,2025,Diesel,7 Seats,Unknown,Automatic,Fourth Owner,2198,100000,172.45,15.42,0,1,0,0,0,1.0,29.18
2218,Audi,A3,2016,Diesel,5 Seats,Gujarat,Automatic,First Owner,1968,87085,179.008,16.91,0,0,0,0,0,11.0,27.49
2219,Maruti,S-Presso,2021,CNG,4 Seats,Uttar Pradesh,Manual,First Owner,998,50000,58.33,31.2,0,0,0,1,0,3.9,6.21
2220,Toyota,Innova,2017,Diesel,7 Seats,Gujarat,Manual,Second Owner,2393,160700,147.8,14.49,0,1,1,0,0,14.0,23.1
2221,Kia,Sonet,2022,Petrol,5 Seats,Unknown,Manual,First Owner,1197,30000,82.955,18.589,0,0,0,0,0,8.0,10.69
2222,Kia,Seltos,2019,Petrol,5 Seats,Gujarat,Manual,Fourth Owner,1353,60000,89.577,18.044,0,0,0,0,0,8.0,19.36
2223,Maruti,Swift,2011,Diesel,5 Seats,Gujarat,Manual,Third Owner,1248,150000,75.026,22.392,0,0,0,0,0,1.6,7.44
2224,Maruti,Alto,2018,Petrol,5 Seats,Unknown,Automatic,First Owner,998,60000,67.065,23.473,0,0,0,0,0,3.5,5.04
2225,Volkswagen,Polo,2011,Petrol,5 Seats,Gujarat,Manual,First Owner,1198,90000,79.241,17.668,0,0,0,0,0,1.53,6.39
2226,Hyundai,Creta,2022,Diesel,5 Seats,Gujarat,Manual,First Owner,1493,80000,113.159,18.673,0,0,0,0,0,14.7,19.58
2227,Toyota,Innova,2018,Diesel,8 Seats,Gujarat,Manual,Second Owner,2393,156000,147.8,14.445,0,0,1,0,0,13.5,15.47
2228,Maruti,Swift,2021,Petrol,5 Seats,Unknown,Manual,First Owner,1197,50000,88.5,22.41,1,0,1,0,0,5.5,8.43
2229,Renault,KWID,2023,Petrol,5 Seats,Unknown,Automatic,First Owner,999,10000,67.06,22.3,0,0,0,0,0,5.3,7.0
2230,Honda,Amaze,2025,Petrol,5 Seats,Uttar Pradesh,Manual,First Owner,1199,10000,88.5,18.6,1,0,0,0,0,8.0,8.49
2231,Maruti,Swift,2017,Petrol,5 Seats,Gujarat,Manual,Second Owner,1197,120000,81.8,20.4,0,0,0,1,0,4.7,6.45
2232,Hyundai,i10,2013,Petrol,5 Seats,Uttar Pradesh,Manual,Fifth Owner,1197,90000,80.747,19.834,0,0,0,0,0,1.6,5.51
2233,Kia,Seltos,2025,Diesel,5 Seats,Unknown,Manual,First Owner,1493,10000,114.41,20.7,0,1,0,0,0,15.5,17.41
2234,Hyundai,Creta,2019,Diesel,5 Seats,Uttar Pradesh,Manual,Second Owner,1396,68000,88.7,22.1,1,0,1,0,0,6.5,11.29
2235,Maruti,Swift,2013,Diesel,5 Seats,Unknown,Manual,Second Owner,1248,160000,77.949,22.606,0,0,0,0,0,3.5,7.52
2236,Maruti,Ertiga,2012,Diesel,7 Seats,Gujarat,Manual,Third Owner,1248,160000,88.76,20.77,0,0,1,0,0,3.2,9.4
2237,Honda,Amaze,2020,Petrol,5 Seats,Other/Regional Code,Automatic,First Owner,1199,80000,87.933,18.638,0,0,0,0,0,5.6,8.89
2238,Tata,Tiago,2017,Diesel,5 Seats,Gujarat,Manual,Second Owner,1047,70000,69.0,27.28,0,0,0,1,0,2.75,6.56
2239,Chevrolet,Aveo,2010,Petrol,5 Seats,Gujarat,Manual,Second Owner,1150,100000,96.579,17.852,0,0,0,0,0,0.95,4.83
2240,Maruti,Wagon,2013,Petrol,5 Seats,Gujarat,Manual,First Owner,998,150000,67.274,19.386,0,0,0,0,0,2.25,5.09
2241,Maruti,Alto,2011,Petrol,5 Seats,Unknown,Manual,Second Owner,796,90000,46.301,19.744,0,0,0,0,0,2.0,3.38
2242,Maruti,Wagon,2022,Petrol,5 Seats,Unknown,Manual,First Owner,998,50000,68.437,21.383,0,0,0,0,0,4.6,5.92
2243,Mahindra,Thar,2022,Diesel,4 Seats,Gujarat,Manual,First Owner,2184,80000,151.808,13.228,0,0,0,0,0,12.5,17.29
2244,Hyundai,Creta,2023,Diesel,5 Seats,Gujarat,Manual,First Owner,1493,50000,113.45,18.0,0,1,0,0,0,16.0,18.17
2245,Maruti,Alto,2011,Petrol,5 Seats,Unknown,Manual,Second Owner,796,90000,46.301,19.744,0,0,0,0,0,2.0,3.38
2246,Maruti,Ertiga,2022,CNG,7 Seats,Gujarat,Manual,Second Owner,1462,60000,86.63,26.11,1,0,1,0,0,8.5,11.67
2247,Ford,Endeavour,2018,Diesel,7 Seats,Unknown,Automatic,First Owner,3198,150000,197.0,10.91,0,1,0,0,0,19.0,37.52000000000001
2248,Honda,Amaze,2019,Petrol,5 Seats,Unknown,Manual,First Owner,1199,40000,88.76,19.5,1,1,0,0,0,5.85,8.69
2249,Maruti,Wagon,2011,Petrol,5 Seats,Unknown,Manual,Second Owner,998,50000,67.1,18.9,0,0,0,1,0,2.16,4.52
2250,Volkswagen,Vento,2011,Diesel,5 Seats,Unknown,Manual,First Owner,1598,120000,103.6,20.54,1,1,1,0,0,2.92,11.71
2251,Honda,WR-V,2021,Petrol,5 Seats,Unknown,Manual,First Owner,1199,30000,88.636,17.753,0,0,0,0,0,7.0,10.25
2252,Maruti,Zen,2009,Petrol,5 Seats,Gujarat,Manual,Fourth Owner,998,120000,67.1,18.2,0,0,0,0,0,1.2,4.0
2253,Chevrolet,Beat,2012,Diesel,5 Seats,Gujarat,Manual,Fourth Owner,936,90000,57.6,25.44,0,0,0,1,0,1.5,5.63
2254,Nissan,Terrano,2013,Diesel,5 Seats,Gujarat,Manual,Third Owner,1461,120000,108.5,19.01,0,0,0,0,1,2.95,15.38
2255,Toyota,Innova,2015,Diesel,7 Seats,Gujarat,Manual,Third Owner,2494,160000,100.6,14.308,0,0,1,0,0,6.5,15.38
2256,Ford,Aspire,2020,Diesel,5 Seats,Unknown,Manual,First Owner,1499,70000,98.96,24.4,1,1,0,0,0,5.3,9.69
2257,Toyota,Innova,2021,Diesel,7 Seats,Gujarat,Manual,First Owner,2393,70000,148.0,14.174,0,0,1,0,0,18.0,21.48
2258,Skoda,Laura,2010,Diesel,5 Seats,Other/Regional Code,Automatic,Third Owner,1968,150000,138.1,20.0,0,0,0,0,0,2.5,19.85
2259,Audi,A6,2012,Diesel,5 Seats,Gujarat,Automatic,First Owner,1968,160000,174.33,16.936,0,0,0,0,0,7.5,53.6
2260,Audi,Q5,2014,Diesel,5 Seats,Gujarat,Automatic,Third Owner,1968,100000,174.3,16.721,0,0,0,0,0,13.75,57.88
2261,Maruti,Swift,2019,Petrol,5 Seats,Unknown,Manual,First Owner,1197,60000,82.495,21.21,0,0,0,0,0,5.6,6.91
2262,BMW,X7,2023,Diesel,7 Seats,Uttar Pradesh,Automatic,First Owner,2993,12000,225.552,13.441,0,0,0,0,0,115.0,138.99999999999997
2263,Maruti,Swift,2021,Petrol,5 Seats,Punjab,Manual,Second Owner,1197,70000,82.495,21.21,0,0,0,0,0,6.7,7.99
2264,Kia,Seltos,2020,Petrol,5 Seats,Delhi,Manual,First Owner,1497,120000,113.533,17.027,0,0,0,0,0,7.5,15.15
2265,Kia,Seltos,2022,Petrol,5 Seats,Delhi,Manual,First Owner,1497,21000,113.737,17.391,0,0,0,0,0,10.8,15.13
2266,Kia,Seltos,2021,Petrol,5 Seats,Delhi,Manual,First Owner,1497,29000,113.731,17.541,0,0,0,0,0,8.99,12.62
2267,Tata,Altroz,2021,Petrol,5 Seats,Unknown,Manual,First Owner,1199,40000,85.641,19.583,0,0,0,0,0,4.5,7.49
2268,Maruti,Wagon,2020,Petrol,5 Seats,Uttar Pradesh,Manual,First Owner,998,23000,68.449,21.379,0,0,0,0,0,4.0,6.1
2269,Maruti,Grand,2024,Petrol,5 Seats,Other/Regional Code,Manual,First Owner,1462,10000,101.768,20.65,0,0,0,0,0,11.65,14.14
2270,Volkswagen,Taigun,2022,Petrol,5 Seats,Delhi,Automatic,First Owner,999,50000,113.98,18.41,0,1,0,0,0,12.7,19.94
2271,Kia,Seltos,2020,Petrol,5 Seats,Haryana,Automatic,Second Owner,1353,61846,138.08,16.5,0,1,0,0,1,10.8,21.22
2272,Mercedes Benz,AMG,2021,Petrol,5 Seats,Maharashtra,Automatic,First Owner,2999,8000,435.0,14.062,0,0,0,0,0,105.0,197.0
2273,Kia,Sonet,2021,Petrol,5 Seats,Delhi,Manual,First Owner,998,48000,118.36,18.2,1,1,1,0,0,8.95,13.19
2274,Honda,City,2016,Diesel,5 Seats,Gujarat,Manual,First Owner,1498,60000,98.6,26.0,0,1,0,0,1,7.5,13.96
2275,Kia,Sonet,2021,Petrol,5 Seats,Delhi,Manual,First Owner,998,44000,118.36,18.2,1,1,1,0,0,8.49,13.19
2276,Volkswagen,Taigun,2022,Petrol,5 Seats,Delhi,Automatic,First Owner,999,37500,113.98,18.41,0,1,0,0,0,12.6,17.48
2277,Porsche,Cayenne,2019,Petrol,5 Seats,Delhi,Automatic,First Owner,2894,20000,440.0,13.945,0,0,0,0,0,75.0,137.99999999999997
2278,Hyundai,Venue,2019,Petrol,5 Seats,Delhi,Automatic,First Owner,998,41000,73.943,18.881,0,0,0,0,0,8.1,12.85
2279,MG,Hector,2022,Petrol,5 Seats,Delhi,Manual,First Owner,1451,17000,141.0,10.0,0,0,0,0,0,12.8,18.22
2280,Maruti,Baleno,2021,Petrol,5 Seats,Delhi,Manual,First Owner,1197,30000,81.8,21.01,0,1,0,0,0,5.99,7.89
2281,Hyundai,Venue,2023,Petrol,5 Seats,Uttar Pradesh,Automatic,First Owner,998,33000,118.0,18.31,1,0,1,0,0,11.75,14.29
2282,Tata,Nexon,2024,Diesel,5 Seats,Delhi,Automatic,First Owner,1497,20000,113.436,23.3,0,0,0,0,0,12.75,14.22
2283,Kia,Seltos,2023,Petrol,5 Seats,Delhi,Manual,First Owner,1497,12000,113.42,17.0,0,1,0,0,1,15.5,18.76
2284,Kia,Seltos,2023,Diesel,5 Seats,Delhi,Automatic,First Owner,1497,15000,113.43,20.8,0,1,0,0,1,15.99,20.74
2285,Mahindra,Thar,2023,Diesel,4 Seats,Haryana,Manual,First Owner,1497,32000,116.93,9.0,0,0,0,0,0,11.9,15.93
2286,Honda,Elevate,2023,Petrol,5 Seats,Delhi,Manual,First Owner,1498,30000,119.0,15.31,0,1,0,0,1,10.7,14.34
2287,Kia,Sonet,2021,Petrol,5 Seats,Delhi,Manual,First Owner,998,51000,118.36,18.2,1,1,1,0,0,8.9,13.19
2288,Kia,Seltos,2020,Diesel,5 Seats,Delhi,Manual,Second Owner,1493,70000,113.43,20.8,0,0,0,0,0,8.0,16.17
2289,MG,Astor,2024,Petrol,5 Seats,Haryana,Manual,First Owner,1498,10001,108.49,15.43,0,1,0,0,1,12.4,17.7
2290,Chevrolet,Sail,2013,Petrol,5 Seats,Himachal Pradesh,Manual,First Owner,1199,100000,76.867,18.394,0,0,0,0,0,1.3,6.41
2291,Hyundai,i10,2010,Petrol,5 Seats,Delhi,Manual,First Owner,1197,120000,79.559,20.055,0,0,0,0,0,1.0,5.11
2292,Volvo,S60,2022,Petrol,5 Seats,Uttar Pradesh,Automatic,Second Owner,1969,37000,190.0,19.236,0,1,0,0,1,29.75,53.01
2293,Maruti,Alto,2010,Petrol,5 Seats,Himachal Pradesh,Manual,Second Owner,796,96000,46.3,19.7,0,0,0,0,0,1.0,2.79
2294,Tata,Tigor,2018,Petrol,5 Seats,Unknown,Manual,First Owner,1199,120000,84.0,20.3,1,0,0,0,0,5.0,6.12
2295,MG,Astor,2022,Petrol,5 Seats,Delhi,Automatic,First Owner,1498,26492,108.49,15.007,0,1,0,0,0,10.39,16.11
2296,Kia,Seltos,2021,Petrol,5 Seats,Delhi,Manual,First Owner,1497,23000,113.43,16.8,0,0,0,0,0,11.25,15.15
2297,Kia,Seltos,2020,Petrol,5 Seats,Haryana,Manual,First Owner,1353,25000,138.08,16.5,0,1,0,0,1,11.25,20.07
2298,Jeep,Compass,2019,Petrol,5 Seats,Delhi,Automatic,First Owner,1368,60000,160.77,16.0,0,1,0,0,1,11.0,25.24
2299,Maruti,Baleno,2017,Petrol,5 Seats,Delhi,Automatic,First Owner,1197,57000,83.1,21.4,0,1,0,0,0,5.25,8.4
2300,Maruti,Swift,2011,Petrol,5 Seats,Chandigarh,Manual,First Owner,1197,110000,85.8,18.6,0,0,0,1,0,1.5,5.6
2301,Renault,Triber,2021,Petrol,7 Seats,Delhi,Automatic,First Owner,999,30000,71.0,18.2,1,0,1,0,0,4.5,7.74
2302,Tata,Tiago,2021,Petrol,5 Seats,Bihar,Manual,First Owner,1199,40000,85.275,19.682,0,0,0,0,0,4.5,7.4
2303,Maruti,Brezza,2024,Petrol,5 Seats,Bihar,Manual,First Owner,1462,10000,101.671,18.667,0,0,0,0,0,10.5,11.3
2304,Hyundai,Alcazar,2022,Petrol,6 Seats,Bihar,Automatic,Second Owner,1999,30000,191.597,14.048,0,0,0,0,0,14.5,23.68
2305,Mahindra,Scorpio,2019,Diesel,7 Seats,Bihar,Manual,First Owner,2523,43000,70.54,15.401,0,0,0,0,0,11.25,12.14
2306,Kia,Carens,2023,Petrol,7 Seats,Bihar,Manual,First Owner,1497,20000,114.317,16.446,0,0,0,0,0,10.25,13.59
2307,Mahindra,Bolero,2013,Diesel,9 Seats,Bihar,Manual,First Owner,2523,70000,65.217,15.96,0,0,0,0,0,2.0,8.1
2308,Renault,KWID,2017,Petrol,5 Seats,Himachal Pradesh,Manual,First Owner,999,107000,67.0,23.01,0,0,0,1,0,2.0,4.79
2309,Maruti,Ertiga,2022,CNG,7 Seats,Bihar,Manual,First Owner,1462,36000,86.63,26.11,1,0,1,0,0,11.0,12.19
2310,Mahindra,Bolero,2025,Diesel,7 Seats,Unknown,Manual,Second Owner,1493,1000,74.96,16.0,1,0,0,0,0,10.52,12.19
2311,Hyundai,i20,2018,Petrol,5 Seats,Jharkhand,Manual,First Owner,1197,81000,81.83,18.6,0,1,1,0,0,4.5,8.53
2312,Maruti,Vitara,2018,Diesel,5 Seats,Bihar,Manual,First Owner,1248,38000,88.5,24.3,1,1,0,0,1,6.5,10.52
2313,Kia,Seltos,2022,Petrol,5 Seats,Bihar,Manual,First Owner,1497,20000,113.43,16.8,0,0,0,0,0,11.5,15.27
2314,Honda,City,2018,Petrol,5 Seats,Bihar,Automatic,First Owner,1497,40000,117.6,18.0,0,1,0,0,1,8.5,15.43
2315,Kia,Carens,2023,Diesel,7 Seats,Bihar,Manual,First Owner,1493,50000,114.41,18.563,1,0,1,0,0,13.0,14.75
2316,Tata,Altroz,2023,Petrol,5 Seats,Unknown,Manual,First Owner,1199,20000,86.79,19.05,0,0,0,0,0,6.0,8.08
2317,Tata,Curvv,2024,Petrol,5 Seats,Bihar,Manual,First Owner,1199,10000,118.0,12.0,1,1,1,0,0,13.0,14.0
2318,Maruti,Wagon,2020,Petrol,5 Seats,Bihar,Manual,First Owner,1197,10000,81.8,20.52,0,0,0,0,0,6.0,7.03
2319,Mahindra,XUV300,2021,Petrol,5 Seats,Bihar,Manual,Second Owner,1197,40000,108.62,16.82,1,1,0,0,0,9.0,13.37
2320,Tata,Nexon,2024,Petrol,5 Seats,Bihar,Manual,First Owner,1199,20000,118.27,17.44,1,0,1,0,0,9.5,11.59
2321,Tata,Nexon,2023,Diesel,5 Seats,Bihar,Manual,Second Owner,1497,60000,111.896,23.122,0,0,0,0,0,8.15,11.58
2322,Honda,Mobilio,2015,Petrol,7 Seats,Bihar,Manual,First Owner,1497,60000,120.222,17.091,0,0,0,0,0,4.15,10.19
2323,Mahindra,XUV500,2019,Diesel,7 Seats,Bihar,Manual,First Owner,2179,80000,142.551,15.854,0,0,0,0,0,15.0,20.69
2324,Maruti,Wagon,2018,Petrol,5 Seats,Bihar,Manual,First Owner,998,40000,67.04,20.51,0,0,0,1,0,4.5,5.62
2325,Maruti,Brezza,2023,Petrol,5 Seats,Bihar,Manual,First Owner,1462,60000,101.64,19.89,0,1,0,0,0,12.0,14.67
2326,Mahindra,XUV300,2020,Diesel,5 Seats,Maharashtra,Manual,Second Owner,1497,70000,113.595,20.056,0,0,0,0,0,8.4,14.16
2327,Maruti,Swift,2010,Diesel,5 Seats,Telangana,Manual,Second Owner,1248,120000,73.9,19.3,0,0,0,0,0,1.99,7.97
2328,Maruti,Grand,2024,Petrol,5 Seats,Unknown,Manual,First Owner,1462,10000,101.64,21.11,1,1,1,0,0,13.0,13.21
2329,Maruti,Swift,2022,Petrol,5 Seats,Bihar,Manual,Second Owner,1197,10000,88.5,22.41,1,0,1,0,0,7.25,8.58
2330,Tata,Tiago,2021,Petrol,5 Seats,Jharkhand,Manual,First Owner,1199,30000,84.82,19.01,0,1,0,0,0,5.25,8.13
2331,MG,Hector,2021,Diesel,7 Seats,Telangana,Manual,First Owner,1956,120000,167.67,16.56,0,0,0,0,0,15.0,25.64
2332,Maruti,Alto,2014,Petrol,5 Seats,Telangana,Manual,Second Owner,796,120000,47.3,22.74,0,0,0,1,0,2.2,3.92
2333,Mahindra,Bolero,2022,Diesel,7 Seats,Bihar,Manual,First Owner,1493,60000,74.96,16.0,1,0,0,0,0,8.5,11.59
2334,Maruti,Vitara,2017,Diesel,5 Seats,Telangana,Manual,First Owner,1248,129000,88.5,24.3,0,0,0,0,1,5.9,9.08
2335,Maruti,Alto,2013,Petrol,5 Seats,Telangana,Manual,Second Owner,796,98000,47.3,22.74,0,0,0,0,0,2.0,3.76
2336,Ford,Ikon,2008,Petrol,5 Seats,Andhra Pradesh,Manual,Second Owner,1299,20000,72.045,13.8,1,0,0,0,0,1.5,5.75
